Department,Subject,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,SP,W,EW,Total
Cosmetology,COSM,COSM 50E,1687,DICAMILLO N,8,4,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,14
Cosmetology,COSM,COSM 50E,1688,DICAMILLO N,5,6,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,13
Cosmetology,COSM,COSM 50N,1689,DICAMILLO N,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cosmetology,COSM,COSM 50N,1690,DICAMILLO N,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Cosmetology,COSM,COSM 64,1691,MANUEL S M,12,8,1,0.0,1,0.0,0.0,0.0,0.0,0.0,3,25
Cosmetology,COSM,COSM 64,1692,MANUEL S M,15,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,30
Cosmetology,COSM,COSM 95A,1695,PERRET D M,0.0,0.0,0.0,0.0,0.0,13,6,0.0,0.0,0.0,2,21
Cosmetology,COSM,COSM 95A,3502,DICAMILLO N,0.0,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,0.0,4,67
Cosmetology,COSM,COSM 95B,1696,ASSADI J,0.0,0.0,0.0,0.0,0.0,14,14,0.0,0.0,0.0,9,37
Cosmetology,COSM,COSM 95C,1697,DICAMILLO N,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,4,24
Cosmetology,COSM,COSM 95D,1698,ASSADI J,0.0,0.0,0.0,0.0,0.0,9,4,0.0,0.0,0.0,1,14
Counseling,COUNS,COUNS 1,1699,GONZALEZ B M,0.0,0.0,0.0,0.0,0.0,21,5,0.0,0.0,0.0,8,34
Counseling,COUNS,COUNS 1,1700,GONZALEZ B M,0.0,0.0,0.0,0.0,0.0,23,8,0.0,0.0,0.0,0.0,31
Counseling,COUNS,COUNS 11,1701,SOK C,0.0,0.0,0.0,0.0,0.0,31,7,0.0,0.0,0.0,1,39
Counseling,COUNS,COUNS 11,1702,NISHIYAMA T K,0.0,0.0,0.0,0.0,0.0,36,3,0.0,0.0,0.0,1,40
Counseling,COUNS,COUNS 11,1703,LOKENI K,0.0,0.0,0.0,0.0,0.0,31,9,0.0,0.0,0.0,4,44
Counseling,COUNS,COUNS 11,1704,ESQUIVEL E,0.0,0.0,0.0,0.0,0.0,23,18,0.0,0.0,0.0,2,43
Counseling,COUNS,COUNS 11,1705,SOK C,0.0,0.0,0.0,0.0,0.0,37,5,0.0,0.0,0.0,0.0,42
Counseling,COUNS,COUNS 11,3557,KIM SOO,0.0,0.0,0.0,0.0,0.0,33,3,0.0,0.0,0.0,0.0,36
Counseling,COUNS,COUNS 11,3585,ROWLAND Y T,0.0,0.0,0.0,0.0,0.0,30,7,0.0,0.0,0.0,0.0,37
Counseling,COUNS,COUNS 11B,1706,SANKER C,0.0,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,1,2,34
Counseling,COUNS,COUNS 11B,1707,HAMILTON K N,0.0,0.0,0.0,0.0,0.0,31,3,0.0,0.0,0.0,0.0,34
Counseling,COUNS,COUNS 12,1708,MESHKANI J,16,7,1,0.0,2,0.0,0.0,0.0,0.0,0.0,2,28
Counseling,COUNS,COUNS 12,1709,GURROLA D M,11,7,3,0.0,5,0.0,0.0,0.0,0.0,0.0,5,31
Counseling,COUNS,COUNS 12,1710,JOHNSON DE A,8,2,1,2,7,0.0,0.0,0.0,0.0,0.0,3,23
Counseling,COUNS,COUNS 12,1711,RYAN M K,12,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2,18
Counseling,COUNS,COUNS 12,1712,WINBORNE N,11,4,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,21
Counseling,COUNS,COUNS 12,1713,GAUSMAN J M,18,1,2,4,4,0.0,0.0,0.0,0.0,0.0,4,33
Counseling,COUNS,COUNS 12,1714,SUNDERMEIER C,4,0.0,1,0.0,3,0.0,0.0,0.0,0.0,0.0,5,13
Counseling,COUNS,COUNS 12,1715,SRAPYAN G,22,1,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,28
Counseling,COUNS,COUNS 12,1716,FOX M P,14,2,2,1,9,0.0,0.0,0.0,0.0,0.0,1,29
Counseling,COUNS,COUNS 12,1717,ABRAMYAN M D,23,1,0.0,2,4,0.0,0.0,0.0,0.0,0.0,2,32
Counseling,COUNS,COUNS 12,1718,GLENN M,21,2,2,2,1,0.0,0.0,0.0,0.0,0.0,1,29
Counseling,COUNS,COUNS 12,1719,MESHKANI J,14,4,2,1,7,1,0.0,0.0,0.0,0.0,1,30
Counseling,COUNS,COUNS 12,1720,GURROLA D M,13,4,1,0.0,2,0.0,0.0,0.0,0.0,0.0,4,24
Counseling,COUNS,COUNS 12,1721,JOHNSON DE A,5,0.0,0.0,3,7,0.0,0.0,0.0,0.0,0.0,11,26
Counseling,COUNS,COUNS 12,1722,RYAN M K,9,1,0.0,0.0,1,0.0,1,0.0,0.0,0.0,2,14
Counseling,COUNS,COUNS 12,1724,WINBORNE N,9,0.0,2,2,3,0.0,0.0,0.0,0.0,0.0,1,17
Counseling,COUNS,COUNS 12,1725,GAUSMAN J M,15,0.0,2,0.0,1,0.0,0.0,0.0,0.0,0.0,2,20
Counseling,COUNS,COUNS 12,1726,SUNDERMEIER C,11,1,4,1,1,3,0.0,0.0,0.0,0.0,1,22
Counseling,COUNS,COUNS 12,1728,FOX M P,15,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,2,20
Counseling,COUNS,COUNS 12,1729,ABRAMYAN M D,11,6,2,2,2,0.0,0.0,0.0,0.0,0.0,6,29
Counseling,COUNS,COUNS 12,1730,GLENN M,12,1,1,1,5,1,1,0.0,0.0,0.0,2,24
Counseling,COUNS,COUNS 12,4054,SRAPYAN G,20,1,1,1,0.0,1,0.0,0.0,0.0,0.0,1,25
Counseling,COUNS,COUNS 15,1732,FOX M P,28,3,2,0.0,1,1,0.0,0.0,0.0,0.0,3,38
Counseling,COUNS,COUNS 15,3510,FOX M P,25,2,0.0,0.0,2,2,0.0,0.0,0.0,0.0,4,35
Counseling,COUNS,COUNS 20,1734,MACIAS LIMON C C,9,7,1,3,10,0.0,0.0,0.0,0.0,0.0,3,33
Counseling,COUNS,COUNS 20,1735,MACIAS LIMON C C,11,4,5,4,1,0.0,0.0,0.0,0.0,0.0,2,27
Counseling,COUNS,COUNS 20,1736,YAKHSZYAN H H,18,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,9,35
Counseling,COUNS,COUNS 20,1738,HICKEY E E,19,6,2,1,2,0.0,0.0,0.0,0.0,0.0,5,35
Counseling,COUNS,COUNS 20,1740,COOPER D J,24,4,1,0.0,1,0.0,0.0,0.0,0.0,0.0,3,33
Counseling,COUNS,COUNS 20,1741,ROSS S A,14,3,4,2,7,0.0,0.0,0.0,0.0,0.0,2,32
Counseling,COUNS,COUNS 20,1742,ROSILES C A,22,4,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,34
Counseling,COUNS,COUNS 20,1743,YAKHSZYAN H H,12,2,4,0.0,2,0.0,0.0,0.0,0.0,0.0,15,35
Counseling,COUNS,COUNS 20,1744,HACKETT C D,14,2,9,3,1,0.0,0.0,1,0.0,0.0,6,36
Counseling,COUNS,COUNS 20,1745,COOPER D J,17,8,3,1,1,0.0,0.0,0.0,0.0,0.0,3,33
Counseling,COUNS,COUNS 20,1746,JACKSON A E,8,7,4,1,2,0.0,0.0,0.0,0.0,0.0,3,25
Counseling,COUNS,COUNS 20,1747,MARTIN-TUNGPALA N,5,2,4,4,7,2,2,0.0,0.0,0.0,5,31
Counseling,COUNS,COUNS 20,1748,COOPER D J,21,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,6,31
Counseling,COUNS,COUNS 20,1749,GONZALEZ AN,16,1,0.0,3,5,0.0,0.0,0.0,0.0,0.0,4,29
Counseling,COUNS,COUNS 20,1750,FELIX J,8,7,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,31
Counseling,COUNS,COUNS 20,1751,GALINDO O A,16,4,0.0,1,4,0.0,0.0,0.0,0.0,0.0,6,31
Counseling,COUNS,COUNS 20,1752,GALINDO O A,18,4,4,1,4,0.0,0.0,0.0,0.0,0.0,2,33
Counseling,COUNS,COUNS 20,1753,GALINDO O A,16,4,2,1,2,0.0,0.0,0.0,0.0,0.0,7,32
Counseling,COUNS,COUNS 20,1754,GALINDO O A,10,8,4,2,5,0.0,0.0,0.0,0.0,0.0,4,33
Counseling,COUNS,COUNS 20,1755,NUNEZ-MASON R E,10,3,2,1,9,0.0,0.0,0.0,0.0,0.0,8,33
Counseling,COUNS,COUNS 20,1756,TREJO A D,15,8,4,1,1,0.0,0.0,0.0,0.0,0.0,6,35
Counseling,COUNS,COUNS 20,1758,FINLEY S F,16,3,3,0.0,8,0.0,0.0,0.0,0.0,0.0,3,33
Counseling,COUNS,COUNS 20,1761,TREJO A D,11,0.0,6,1,1,0.0,0.0,0.0,0.0,0.0,5,24
Counseling,COUNS,COUNS 20,1762,TILLEY ROSILYNN E,10,7,4,1,3,0.0,0.0,0.0,0.0,0.0,8,33
Counseling,COUNS,COUNS 20,1765,FINLEY S F,10,3,3,1,11,1,0.0,0.0,0.0,0.0,4,33
Counseling,COUNS,COUNS 20,1768,BONILLA V,6,7,4,2,3,0.0,0.0,0.0,0.0,0.0,2,24
Counseling,COUNS,COUNS 20,1769,VALLEJO O,6,7,8,2,3,0.0,0.0,0.0,0.0,0.0,4,30
Counseling,COUNS,COUNS 20,1770,BONILLA V,13,4,5,2,1,0.0,0.0,0.0,0.0,0.0,6,31
Counseling,COUNS,COUNS 20,1772,FELIX J,14,3,3,3,10,1,0.0,0.0,0.0,0.0,2,36
Counseling,COUNS,COUNS 20,1774,FELIX J,8,3,2,6,7,0.0,0.0,0.0,0.0,0.0,5,31
Counseling,COUNS,COUNS 20,1775,BONILLA V,15,2,5,1,3,0.0,0.0,0.0,0.0,0.0,7,33
Counseling,COUNS,COUNS 20,1776,BONILLA V,13,5,1,0.0,1,0.0,0.0,0.0,0.0,0.0,8,28
Counseling,COUNS,COUNS 20,1777,TILLEY ROSILYNN E,10,5,7,1,0.0,0.0,0.0,0.0,0.0,0.0,4,27
Counseling,COUNS,COUNS 20,1778,ROSILES C A,8,7,1,2,9,0.0,0.0,0.0,0.0,0.0,1,28
Counseling,COUNS,COUNS 20,1779,TILLEY ROSILYNN E,8,4,5,0.0,1,0.0,0.0,0.0,0.0,0.0,9,27
Counseling,COUNS,COUNS 20,1781,FELIX J,15,7,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,31
Counseling,COUNS,COUNS 20,1782,VALENTINE D,7,1,3,1,6,0.0,0.0,1,0.0,0.0,8,27
Counseling,COUNS,COUNS 20,1783,VALENTINE D,4,3,1,1,6,1,0.0,0.0,0.0,0.0,7,23
Counseling,COUNS,COUNS 20,1784,VALENTINE D,12,1,1,2,3,0.0,0.0,0.0,0.0,0.0,9,28
Counseling,COUNS,COUNS 20,1785,GONZALEZ B M,12,4,1,2,4,0.0,0.0,0.0,0.0,0.0,2,25
Counseling,COUNS,COUNS 20,1786,FINLEY S F,13,2,3,1,7,0.0,0.0,0.0,0.0,0.0,7,33
Counseling,COUNS,COUNS 20,3567,TREJO A D,15,5,1,0.0,4,0.0,0.0,0.0,0.0,0.0,6,31
Counseling,COUNS,COUNS 88B,3511,FELIX J,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Counseling,COUNS,COUNS 90A,1804,GURROLA D M,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,4
Counseling,COUNS,COUNS 90B,1805,GURROLA D M,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,4
Counseling,COUNS,COUNS 90C,1806,GURROLA D M,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5
Counseling,COUNS,COUNS 90D,1807,GURROLA D M,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,4
Counseling,COUNS,COUNS 906,7007,DANA M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Counseling,CIS,CIS 1,1488,SCOTT JACQUELINE D,8,6,0.0,3,2,0.0,0.0,0.0,0.0,0.0,4,23
Counseling,CIS,CIS 1,1489,SCOTT JACQUELINE D,14,1,4,1,3,0.0,0.0,0.0,0.0,0.0,3,26
Counseling,CIS,CIS 1,1491,SIMMONDS A R,21,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31
Counseling,CIS,CIS 1,1492,SCOTT JACQUELINE D,10,9,1,1,4,0.0,0.0,0.0,0.0,0.0,4,29
Counseling,CIS,CIS 1,1493,KAYZAKIAN Y,11,4,1,3,4,0.0,1,0.0,0.0,0.0,5,29
Counseling,CIS,CIS 4,1495,JERRY G S,19,4,3,0.0,4,0.0,0.0,0.0,0.0,0.0,1,31
Counseling,CIS,CIS 4,1496,JERRY G S,21,3,1,0.0,2,0.0,1,0.0,0.0,0.0,0.0,28
Counseling,CIS,CIS 4,1497,JERRY G S,15,3,5,1,1,0.0,0.0,0.0,0.0,0.0,7,32
Counseling,CIS,CIS 4,1498,JERRY G S,17,7,7,2,0.0,0.0,0.0,0.0,0.0,0.0,1,34
Counseling,CIS,CIS 4,1499,CANADA S A,27,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,32
Counseling,CIS,CIS 4,1500,CANADA S A,24,2,0.0,1,2,0.0,0.0,0.0,0.0,0.0,1,30
Counseling,CIS,CIS 4,1501,CANADA S A,12,4,5,2,2,0.0,0.0,0.0,0.0,0.0,2,27
Counseling,CIS,CIS 4,1502,ZIMMERMAN W L,4,5,4,1,6,0.0,0.0,0.0,0.0,0.0,7,27
Counseling,CIS,CIS 4,1503,ZIMMERMAN W L,4,5,4,1,3,0.0,0.0,0.0,0.0,1,8,26
Counseling,CIS,CIS 9A,1505,DARWICHE J,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
Counseling,CIS,CIS 9B,1506,DARWICHE J,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Counseling,CIS,CIS 30,1507,BOLANDHEMAT F,14,4,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,3,27
Counseling,CIS,CIS 30,1508,BOLANDHEMAT F,6,8,0.0,1,2,0.0,0.0,0.0,0.0,0.0,7,24
Counseling,CIS,CIS 30T,3503,BOLANDHEMAT F,10,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,22
Counseling,CIS,CIS 32,1511,EL-KHOURY N R,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10
Counseling,CIS,CIS 35A,1512,VALDIVIA O,8,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,21
Counseling,CIS,CIS 35B,1513,VALDIVIA O,4,4,1,1,1,0.0,0.0,0.0,0.0,0.0,9,20
Counseling,CIS,CIS 36M,1514,VALDIVIA O,9,2,1,0.0,0.0,0.0,1,0.0,0.0,0.0,7,20
Counseling,CIS,CIS 37,1515,JERRY G S,13,3,1,2,1,0.0,0.0,0.0,0.0,0.0,5,25
Counseling,CIS,CIS 39,1516,JERRY G S,14,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,5,22
Counseling,CIS,CIS 40,1517,VALDIVIA O,6,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,3,12
Counseling,CIS,CIS 50,1518,EL-KHOURY N R,16,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,5,28
Counseling,CIS,CIS 51,1519,BOLANDHEMAT F,13,2,2,1,1,0.0,0.0,0.0,0.0,0.0,7,26
Counseling,CIS,CIS 59A,1520,EL-KHOURY N R,9,1,1,0.0,0.0,0.0,1,1,0.0,0.0,1,14
Counseling,CIS,CIS 60A,1521,CLARK G B,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25
Counseling,CIS,CIS 60B,1522,CLARK G B,9,3,2,0.0,1,0.0,0.0,0.0,0.0,0.0,8,23
Counseling,CIS,CIS 64,1523,VALDIVIA O,7,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13
Counseling,CIS,CIS 67,1524,CLARK G B,11,3,3,0.0,1,0.0,0.0,0.0,0.0,0.0,3,21
Counseling,CIS,CIS 70,1525,ROTHAUPT B L,4,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6
Counseling,CIS,CIS 70,1526,ROTHAUPT B L,11,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,15
Counseling,CIS,CIS 88A,1527,STAHL H A,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,CIS,CIS 902,7005,KAYZAKIAN Y,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,4
Counseling,CIS,CIS 903,7006,KAYZAKIAN Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Counseling,CS,CS 3,1808,SUPAT W,7,12,8,1,6,0.0,0.0,0.0,0.0,0.0,1,35
Counseling,CS,CS 3,1809,SUPAT W,12,10,7,2,6,0.0,0.0,0.0,0.0,0.0,1,38
Counseling,CS,CS 3,1810,MARCHAND K A,13,9,5,0.0,7,0.0,0.0,0.0,0.0,0.0,6,40
Counseling,CS,CS 3,1811,HURLEY D P,16,9,2,0.0,0.0,1,0.0,0.0,0.0,0.0,6,34
Counseling,CS,CS 3,1812,HURLEY D P,19,8,3,0.0,1,0.0,0.0,0.0,0.0,0.0,7,38
Counseling,CS,CS 3,1813,RATTANASOOK H,7,5,3,3,3,0.0,0.0,0.0,0.0,0.0,15,36
Counseling,CS,CS 3,1814,RATTANASOOK H,11,10,4,3,3,0.0,0.0,0.0,0.0,0.0,4,35
Counseling,CS,CS 3,1815,SUPAT W,10,9,4,1,5,1,0.0,0.0,0.0,0.0,8,38
Counseling,CS,CS 3,1816,MORGAN D B,16,8,3,0.0,7,0.0,0.0,0.0,0.0,0.0,6,40
Counseling,CS,CS 3,1817,HOTSINPILLER S S,11,9,7,3,6,0.0,0.0,1,0.0,0.0,7,44
Counseling,CS,CS 3,1818,MARCHAND K A,15,2,3,3,8,0.0,0.0,0.0,0.0,0.0,9,40
Counseling,CS,CS 3,3671,MARCHAND K A,17,2,7,3,3,1,0.0,0.0,0.0,0.0,6,39
Counseling,CS,CS 7,1819,SENO V T,21,4,1,1,4,0.0,0.0,0.0,0.0,0.0,5,36
Counseling,CS,CS 9A,1820,DARWICHE J,6,2,2,1,1,0.0,0.0,0.0,0.0,0.0,3,15
Counseling,CS,CS 9B,1821,DARWICHE J,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10
Counseling,CS,CS 15,1822,BOLANDHEMAT F,6,1,3,0.0,1,2,0.0,0.0,0.0,0.0,5,18
Counseling,CS,CS 15,1823,HOTSINPILLER S S,3,5,0.0,2,2,0.0,1,0.0,0.0,0.0,14,27
Counseling,CS,CS 17,1824,HAGHOO M,12,6,5,0.0,3,0.0,0.0,0.0,0.0,0.0,10,36
Counseling,CS,CS 17,1825,STAHL H A,14,7,2,1,3,0.0,0.0,1,0.0,0.0,9,37
Counseling,CS,CS 17,3539,STAHL H A,15,7,2,0.0,4,0.0,1,0.0,0.0,0.0,8,37
Counseling,CS,CS 19,1827,BOLANDHEMAT F,11,6,4,1,1,0.0,0.0,0.0,0.0,0.0,5,28
Counseling,CS,CS 20A,4056,NGUYEN L V,12,6,5,5,2,0.0,1,0.0,0.0,0.0,6,37
Counseling,CS,CS 20A,4057,VIDAL S R,11,9,2,1,3,0.0,0.0,0.0,0.0,0.0,12,38
Counseling,CS,CS 20A,4058,NGUYEN L V,5,8,4,3,5,0.0,0.0,0.0,0.0,0.0,13,38
Counseling,CS,CS 20B,4060,SU J C,6,5,2,1,2,0.0,0.0,0.0,0.0,0.0,4,20
Counseling,CS,CS 30,4062,BISHOP M S,9,7,2,0.0,3,0.0,0.0,0.0,0.0,0.0,6,27
Counseling,CS,CS 34A,4063,BISHOP M S,15,4,1,3,4,0.0,0.0,0.0,0.0,0.0,7,34
Counseling,CS,CS 40,1828,MORGAN D B,11,2,2,0.0,3,0.0,0.0,0.0,0.0,0.0,13,31
Counseling,CS,CS 42,1829,KURTZ K A,18,6,6,1,2,0.0,0.0,0.0,0.0,0.0,10,43
Counseling,CS,CS 42,1830,KURTZ K A,10,6,4,5,1,1,0.0,0.0,0.0,0.0,14,41
Counseling,CS,CS 42,3526,KURTZ K A,14,2,4,1,2,0.0,0.0,0.0,0.0,0.0,15,38
Counseling,CS,CS 50,1831,DEHKHODA A,19,5,2,1,3,1,1,0.0,0.0,0.0,6,38
Counseling,CS,CS 50,1832,DEHKHODA A,19,4,2,0.0,6,0.0,0.0,0.0,0.0,0.0,8,39
Counseling,CS,CS 50,1833,SU J C,10,8,2,2,7,0.0,0.0,0.0,0.0,0.0,7,36
Counseling,CS,CS 50,1834,HAGHOO M,7,2,4,0.0,3,0.0,0.0,0.0,0.0,0.0,17,33
Counseling,CS,CS 50,1836,DEHKHODA A,22,8,1,0.0,2,0.0,0.0,0.0,0.0,0.0,2,35
Counseling,CS,CS 50,1837,RATTANASOOK H,20,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,12,39
Counseling,CS,CS 50,4064,AMINI A,12,3,2,0.0,3,0.0,0.0,0.0,0.0,0.0,9,29
Counseling,CS,CS 50,4065,AMINI A,10,2,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5,22
Counseling,CS,CS 52,1839,BISHOP M S,4,2,4,3,5,0.0,0.0,0.0,0.0,0.0,7,25
Counseling,CS,CS 52,1840,BISHOP M S,7,8,2,1,4,0.0,0.0,0.0,0.0,0.0,16,38
Counseling,CS,CS 52,1841,BISHOP M S,9,3,3,2,5,0.0,1,0.0,0.0,1,5,29
Counseling,CS,CS 52,1842,SMITH DA R,11,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,13,27
Counseling,CS,CS 52,1843,KOENIG P,37,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,5,44
Counseling,CS,CS 53A,4067,DEHKHODA A,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,17
Counseling,CS,CS 55,1844,DEHKHODA A,18,4,3,0.0,3,0.0,0.0,0.0,0.0,0.0,6,34
Counseling,CS,CS 55,1845,DEHKHODA A,13,5,4,1,1,0.0,0.0,0.0,0.0,0.0,10,34
Counseling,CS,CS 56,1846,DEHKHODA A,19,8,3,0.0,3,0.0,0.0,0.0,0.0,1,1,35
Counseling,CS,CS 56,1847,KALISCH N A,16,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,36
Counseling,CS,CS 60,1848,SHARMA V D,10,3,2,1,6,2,1,0.0,0.0,0.0,10,35
Counseling,CS,CS 60,1849,SHARMA V D,13,5,0.0,1,5,0.0,0.0,0.0,0.0,0.0,9,33
Counseling,CS,CS 70,4068,MORGAN D B,14,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,19,40
Counseling,CS,CS 73A,1850,DARWICHE J,30,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,39
Counseling,CS,CS 73B,1851,CORBIN S L,11,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,2,16
Counseling,CS,CS 73C,1852,SENO V T,19,0.0,4,0.0,7,0.0,1,0.0,0.0,0.0,5,36
Counseling,CS,CS 73L,1853,DARWICHE J,16,2,1,1,2,0.0,0.0,0.0,0.0,0.0,14,36
Counseling,CS,CS 79A,1854,DABBAGH H,13,1,2,0.0,4,1,0.0,0.0,0.0,0.0,6,27
Counseling,CS,CS 79A,1855,KOL K T,13,5,2,0.0,3,0.0,0.0,0.0,0.0,0.0,5,28
Counseling,CS,CS 79B,1856,SAMPLEWALA M S,19,5,1,0.0,4,1,0.0,0.0,0.0,0.0,8,38
Counseling,CS,CS 79C,1857,SENO V T,18,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1,21
Counseling,CS,CS 79D,1858,SENO V T,21,1,1,1,3,0.0,0.0,0.0,0.0,0.0,4,31
Counseling,CS,CS 79E,1859,SENO V T,2,1,0.0,1,3,1,1,0.0,0.0,0.0,5,14
Counseling,CS,CS 79F,1860,SENO V T,4,0.0,0.0,0.0,4,1,0.0,1,0.0,0.0,1,11
Counseling,CS,CS 79Y,1861,KOL K T,9,1,1,0.0,2,0.0,2,0.0,0.0,0.0,2,17
Counseling,CS,CS 79Z,1862,KOL K T,13,1,0.0,2,0.0,1,0.0,0.0,0.0,0.0,3,20
Counseling,CS,CS 80,1863,BOLANDHEMAT F,24,6,4,0.0,3,0.0,0.0,0.0,0.0,0.0,3,40
Counseling,CS,CS 81,1865,WANG AN C,14,6,0.0,0.0,6,0.0,1,0.0,0.0,0.0,11,38
Counseling,CS,CS 83R,1866,STAHL H A,8,2,1,0.0,1,0.0,0.0,0.0,0.0,0.0,4,16
Counseling,CS,CS 85,1867,SENO V T,8,2,0.0,2,1,0.0,0.0,1,0.0,0.0,3,17
Counseling,CS,CS 87A,1868,KOENIG P,27,4,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,6,38
Counseling,CS,CS 87A,1869,CORBIN S L,28,2,1,0.0,3,0.0,0.0,0.0,0.0,0.0,1,35
Counseling,CS,CS 87A,1870,WANG AN C,31,1,1,0.0,4,0.0,0.0,0.0,0.0,0.0,1,38
Counseling,CS,CS 87B,1871,DARWICHE J,11,7,1,2,0.0,1,0.0,0.0,0.0,0.0,11,33
Counseling,CS,CS 88A,1872,STAHL H A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,OFTECH,OFTECH 1,3125,REED A M,15,5,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,5,27
Counseling,OFTECH,OFTECH 1A,3126,VYOR S J,8,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,14
Counseling,OFTECH,OFTECH 1B,3127,VYOR S J,3,2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,8
Counseling,OFTECH,OFTECH 1C,3128,VYOR S J,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
Counseling,OFTECH,OFTECH 9,3129,VYOR S J,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
Counseling,OFTECH,OFTECH 20,3130,REED A M,21,5,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,29
Counseling,OFTECH,OFTECH 21,3131,REED A M,15,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
Counseling,OFTECH,OFTECH 23,3132,REED A M,17,1,3,0.0,1,0.0,0.0,0.0,0.0,0.0,5,27
Counseling,OFTECH,OFTECH 24,3133,REED A M,16,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,9,27
Dance,DANCE,DANCE 2,1877,DOUGLAS JUDITH G,10,10,3,3,4,0.0,0.0,0.0,0.0,0.0,4,34
Dance,DANCE,DANCE 2,1878,SUSILOWATI S,19,8,3,1,7,1,0.0,0.0,0.0,0.0,3,42
Dance,DANCE,DANCE 2,1879,SUSILOWATI S,6,3,2,1,4,0.0,0.0,0.0,0.0,0.0,2,18
Dance,DANCE,DANCE 2,1881,SUSILOWATI S,13,8,4,0.0,5,0.0,0.0,0.0,0.0,0.0,9,39
Dance,DANCE,DANCE 2,3647,VAN WORMER V M,14,3,6,3,3,1,0.0,0.0,0.0,0.0,6,36
